"id";"parent_id";"type";"title";"text";"order";"locked";"active";"delete_status";"completed";"content_complexity";"by_moderator";"date_created";"date_modified";"read_count";"full_branch";"unapproved_activities"
"5254";"5253";"COMMENT";"Statt Gefaengnis";"Et peut-aetre consacrer aussi une partie du budget ae lintaegration des aetrangers, ce qui permettrait peut-aetre de diminuer la criminalitae et aeviterait de construire des prisons... (user84)";"";False;1;0;0;209;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5254";0
"5255";"5253";"COMMENT";"Jeder kann beitragen";"Aber wir alle kaennten dazu beitragen, dass die Integration besser funktioniert. Ich begleite eine Auslaenderin persaenlich und nehme mir die Zeit jede Woche 2-3 Stunden mit ihr zu verbringen. (user8)";"";False;1;0;0;220;0;"2015-02-21 19:45:02";"";1;"5160-5229-5230-5238-5253-5255";0
"5256";"5255";"COMMENT";"Liebe zum Mitmenschen";"user 20: das kann kein Zwang sein , aber Liebe zum Mitmensch  (user8)";"";False;1;0;0;90;0;"2015-02-21 19:45:02";"";1;"5160-5229-5230-5238-5253-5255-5256";0
"5257";"5256";"COMMENT";"Wo bleibt die Liebe der Auslaender";"(2010-10-26 - 19:01:54) user20: zu user 20. wo bleibt die liebe der auslaender zu den schweizern (Drogenhandel, Menschenhandel, Raub etc? (user8)";"";False;1;0;0;179;0;"2015-02-21 19:45:02";"";1;"5160-5229-5230-5238-5253-5255-5256-5257";0
"5258";"5255";"COMMENT";"Fehlende Zeit";"zu user 8. schaen, dass sie zeit haben eine auslaenderin zu begleiten. aber was passiert mit den anderen auslaendern. muss jeder schweizer einen auslaender begleiten? (user20)";"";False;1;0;0;188;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5255-5258";0
"5259";"5253";"COMMENT";"Schulen";"Ich finde , dass wir deshalb in Integration investieren sollten. Die Schulen haben da eine echte Aufgabe. (user8)";"";False;1;0;0;120;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5259";0
"5260";"5259";"COMMENT";"Ja, aber ohne Verfassungstext";"Klar soll es in der Schule behandelt werden, doch das wird es bereits, dafaer braucht es keinen Verfassungstext. (user56)";"";False;1;0;0;150;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5259-5260";0
"5261";"5259";"COMMENT";"Bilden und nicht erziehen";"Die Aufgabe der Schule ist es zu bilden, nicht zu erziehen, die ist Aufgabe der Eltern! Und ich habe meine Jugend auch ohne Straftat hinter mich gebracht... Da haetten mir meine Eltern naemlich was erzaehlt! (user22)";"";False;1;0;0;241;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5259-5261";0
"5262";"5261";"QUESTION";"Zustimmung";"zu user 22. Richtig. (user20)";"";False;1;0;0;39;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5259-5261-5262";0
"5263";"5253";"COMMENT";"Rahmenbedingungen";"Wir maessen ihm lediglioch Rahmenbedingungen faer die Maeglichkeitr der$integration  Gegen Hilfeleistung vom Staat ist nichts einzuwenden. (user20)  ";"";False;1;0;0;166;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5263";0
"5264";"5253";"COMMENT";"Dialog, Integration ist einzige Laesung";"user42: user26: Nataerlich muss man sich an das Gastland anpassen. Es staert mich auch, wenn das jemand nicht tut, ob hier oder dort. Die einzige Laesung ist Dialog, Integration. (user42)";"";False;1;0;0;226;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5264";0
"5265";"5253";"COMMENT";"Integration nicht zwingend";"certaine personne ne veulent pas faire deffort dintaegration (user6)";"";False;1;0;0;94;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5265";0
"5266";"5265";"COMMENT";"Solange Gesetz eingehalten wird";"Daccord avec vous user6, mais tant que la loi est respectaee... (user82)";"";False;1;0;0;103;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5265-5266";0
"5267";"5253";"COMMENT";"Wie soll das gehen? Sonderschulen?";"user9: wie willst du ihnen dann unsere regeln beibringen? sollen sie eine sonderschule besuchen? das kostet auch  (user15)";"";False;1;0;0;156;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5267";0
"5268";"5253";"COMMENT";"Auslaender maessen sich selber anpassen";"ich denke, wir sollten erwarten daerfen, dass sich die Auslaender unseren Gesetzen und Gepflogenheiten anpassen, wir waerden es im Ausland auch so machen.(user12)";"";False;1;0;0;201;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5268";0
"5269";"5268";"COMMENT";"Ansonsten zu hause bleiben";"zu 22 wer nicht Integriert werden will, waerde vieleicht besser zu Hause bleiben, dort ist alles so wie er es will. (user16)";"";False;1;0;0;150;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5268-5269";0
"5270";"5268";"QUESTION";"Zustimmung";"@user20: Ich finde auch, wer sich integrieren will, der muss halt was dafaer tun... Geht in den Turnverein, in den Jugendtreff... (user22)";"";False;1;0;0;148;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5268-5270";0
"5271";"5253";"COMMENT";"Aber nicht auf Staatskosten";"ich denke auch, dass die integration wichtig ist, jedoch sollte da nicht geld aus der staatskasse fliessen. wer in die schweiz will, soll auch kurse besuchen und zwar auf eigene kosten (z.B. Mutter-Kind-Deutschkurse).  (user12)";"";False;1;0;0;254;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5271";0
"5272";"5271";"COMMENT";"Ist Staatsaufgabe";"zu user 56: das ist korrekt, es braucht keinen Text, aber es ist schon auch Aufgabe eines Teil des Staates (user52)";"";False;1;0;0;132;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5271-5272";0
"5273";"5271";"COMMENT";"Schule ist auch staatlich";"zu user56: Die Schule ist auch Teil des Staates. Hier ist Integration sicher ein Thema  (user52)";"";False;1;0;0;121;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5271-5273";0
"5274";"5271";"COMMENT";"Jugendliche erziehen!";"aber viele auslaendische Kinder und  Jugendliche kennen unsere Verhaltensregeln zu wenig, wir sollten alles daran setzen fraeh mit der Intgration dieser Menschen zu beginnen, das Geld, das investiert werden maesste, kaennte man veilleicht sparen, weil es weniger kriminalitaet geben  (user9)";"";False;1;0;0;312;0;"2015-02-21 19:45:02";"2015-02-24 04:05:33";0;"5160-5229-5230-5238-5253-5271-5274";0
"5275";"5271";"QUESTION";"Zustimmung";"Schliesse mich der Meinung user 56 an (user49)";"";False;0;2;0;56;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5271-5275";0
"5276";"5253";"QUESTION";"Zustimmung";"ich denke auch, dass die integration wichtig ist(user12)";"";False;1;0;0;66;0;"2015-02-21 19:45:02";"";0;"5160-5229-5230-5238-5253-5276";0
"5277";"5230";"COMMENT";"fsdfds";"sdfsdf";"";False;0;2;0;12;0;"2015-02-23 17:04:46";"";2;"5160-5229-5230-5277";1
"5278";"5230";"COMMENT";"Ok";"Test, bin dagegen";"";False;0;2;0;19;0;"2015-02-24 00:23:22";"";1;"5160-5229-5230-5278";2
"5279";"5278";"COMMENT";"Test ";"Ich bin auch dagegen";"";False;0;2;0;25;0;"2015-02-24 00:26:53";"";1;"5160-5229-5230-5278-5279";1
"5280";"5279";"COMMENT";"sdfsdf";"test";"";False;0;1;0;10;0;"2015-02-24 00:35:49";"";1;"5160-5229-5230-5278-5279-5280";1
"5281";"5229";"COMMENT";"Zu lasche Gesetze";"Jedoch finde ich es gut, dass diejenigen, welche sich nicht an die Gesetze der Schweiz halten, auch haerter bestraft bzw. ausgeschafft werden kaennen.  (user30)";"";False;0;2;0;177;0;"2015-02-21 19:45:01";"";0;"5160-5229-5281";0
"5282";"5281";"COMMENT";"Limiten der Globalisierung";"Il y a une confusion chez certaines personnes. Nous vivons dans un monde composae dEtats nations et non pas dans un Etat mondialisae. Le raele de lEtat doit dabord protaeger sa propre population. Jadmet quil peut y avoir des limites. (user87)";"";False;0;2;0;268;0;"2015-02-21 19:45:01";"";0;"5160-5229-5281-5282";0
"5283";"5281";"QUESTION";"Zustimmung";"genau  (user44)";"";False;0;2;0;25;0;"2015-02-21 19:45:02";"";0;"5160-5229-5281-5283";0
"5284";"5229";"COMMENT";"Milch und Honig";"ich denke, dass die Schweiz im Ausland noch immer das Bild des paradieses hat in dem Milch und Honig fliest. (user40)  MERGED ARGUMENT Zu lasche Gesetze: Jedoch finde ich es gut, dass diejenigen, welche sich nicht an die Gesetze der Schweiz halten, auch haerter bestraft bzw. ausgeschafft werden kaennen.  (user30)";"";False;1;0;0;329;0;"2015-02-21 19:45:02";"";3;"5160-5229-5284";0
"5285";"5284";"COMMENT";"Körperliche Arbeit";"Das Problem der Kriminalität liegt wohl auch in unserem Sozialnetz. Heutzutage werden die Jugendlichen zu wenig gefordert. Sie haben keine körperliche Arbeiten zu erledigen, bei der sie ihre Kraft los werden. ";"";False;1;0;0;227;0;"2015-02-21 19:45:01";"2015-02-22 18:22:28";2;"5160-5229-5284-5285";0
"5286";"5284";"COMMENT";"Paradiesische Gefängnisse";"ich kenne eine Redensart von hiesigen Ausländer die so lautet:  im Gefaengnis ist es angenehmer als Arbeit zu suchen. Ich verdiene Geld, muss keine Miete und Krankenkasse bezahlen .. da komme ich mir als Schweizer wirklich verspottet vor.(user2)";"";False;1;0;0;270;0;"2015-02-21 19:45:01";"2015-02-22 18:10:32";2;"5160-5229-5284-5286";0
"5287";"5286";"QUESTION";"Zustimmung";"user47:da geb ich dir vollkommen recht  (user44)";"";False;1;0;0;58;0;"2015-02-21 19:45:01";"";1;"5160-5229-5284-5286-5287";0
"5288";"5284";"COMMENT";"Lasche Gesetze als Einladung zum Verbrechen";"ein lasche gesetzgebung darf nicht als Herausforderung wahrgenommen werden, da nicht viel passieren kann. (user4)";"";False;1;0;0;156;0;"2015-02-21 19:45:01";"";3;"5160-5229-5284-5288";0
"5289";"5288";"COMMENT";"Mangelnde Umsetzung";"ich sehe das problem nicht in mangelnder gesetzgebung sondern eher darin dass das gesetz nicht durchgesetzt werden kann (user18)";"";False;1;0;0;147;0;"2015-02-21 19:45:01";"2015-02-22 18:11:59";1;"5160-5229-5284-5288-5289";0
"5290";"5288";"COMMENT";"Homogenisieren der Kantonalen Gesetze";"Problematisch finde ich auch die unterschiedliche Gesetzesanwendung in den einzelnen Kantonen (user46)";"";False;1;0;0;139;0;"2015-02-21 19:45:02";"";1;"5160-5229-5284-5288-5290";0
"5291";"5290";"QUESTION";"Zustimmung";"Zustimmung";"";False;0;2;0;20;0;"2015-02-21 19:45:02";"";0;"5160-5229-5284-5288-5290-5291";0
"5292";"5284";"COMMENT";"test";"test";"";False;0;2;0;8;0;"2015-02-23 17:03:12";"";2;"5160-5229-5284-5292";1
"5293";"5229";"COMMENT";"Verfehlung der Elite";"Linitiative est malheureusement la consaequence du comportement de nos aelites qui ont une vision angaelique de la situation. Nous lavons bien vu avec la raevision du Code paenal et les jours amendes. Je pense quil doit aetre possible dexpliquer aux aetrangers qui arrivent en Suisse que certaines raegles doivent aetre respectaees. (user87)";"";False;1;0;0;361;0;"2015-02-21 19:45:02";"";3;"5160-5229-5293";0
"5294";"5293";"COMMENT";"Tdfs";"fdsfsd";"";False;1;0;0;10;0;"2015-02-23 17:29:38";"";1;"5160-5229-5293-5294";1
"5295";"5229";"COMMENT";"Fehlende Integration";"Wer unsere Kulur und Gesetzte beachtet hat und verursacht keine Probleme. Wer aber dagegen verstaesst akzeptiert die Spielregel nicht und gehaert zuerst verwarnt (gelb)n und danndann ist eine Ausschaffung angja keine Prob(user26)";"";False;0;2;0;249;0;"2015-02-21 19:45:02";"";0;"5160-5229-5295";0
"5296";"5295";"QUESTION";"Zustimmung";"U32 dieser Meinung bin ich auch.. das ist auf jeden Fall ein Bestandteil der Integration  (user30)";"";False;0;2;0;108;0;"2015-02-21 19:45:02";"";0;"5160-5229-5295-5296";0
"5297";"5229";"COMMENT";"Kultureller Hintergrund verantwortlich (BACKUP 1)";"richtig. Schweizer Baerger kann und soll man ja nicht ausweisen. Die Auslaender kommen oft mit einem andern kuluturelln Hintergrund sprich unter anderem ist z.B. Hemmschwelle Gewalt und Gesetzesverletzung genertell unterschiedlich und oft niedriger als bei uns. (user47)";"";False;0;2;0;319;1;"2015-02-21 19:45:01";"";0;"5160-5229-5297";0
"5298";"5229";"COMMENT";"Milch und Honig (BACKUP 1)";"ich denke, dass die Schweiz im Ausland noch immer das Bild des paradieses hat in dem Milch und Honig fliest. (user40)";"";False;0;2;0;143;1;"2015-02-21 19:45:02";"";0;"5160-5229-5298";0
"5299";"5229";"QUESTION";"TEST";"TEST";"";False;0;2;0;8;0;"2015-02-24 00:40:46";"";1;"5160-5229-5299";2
"5300";"";"CONTRA";"Ist Ausschaffung die Laesung?";"(admin)";"2";False;0;2;0;36;0;"2015-02-21 19:45:02";"";0;"5300";0
"5301";"5300";"COMMENT";"Verhaetlnismaessigkeit";"(admin)";"";False;0;2;0;29;0;"2015-02-21 19:45:02";"";0;"5300-5301";0
"5302";"";"PRO";"Wie ist die Initiative in unser Rechtssystem zu verordnen?";"Ist die Initiative mit unserem Rechtssystem kompatibel? Wie verhält es sich mit dem Völkerrecht, oder in welcher Beziehung steht die Initiative mit anderen Strafrechtsnormen.";"3";False;1;0;0;232;0;"2015-02-21 19:45:02";"2015-02-23 09:09:40";2;"5302";0
"5303";"5302";"COMMENT";"Gefaengnis ist strafe genug";"Die Einhaltung vaelkkerrechtlicher Prinzipien. Ich sehe das Hauptproblem in der konsequenten Ausschaffung, es muss meiner Meinung nach eben die gesamte Tat beraecksichtigt werden. Auch Kriminelle sollte man nicht einfach abstempeln..Das Absitzen einer Strafe ist eben schon Strafe genug, so funktionert unser Rechtsprinzip. (user53)";"";False;1;0;0;359;0;"2015-02-21 19:45:02";"";1;"5302-5303";0
"5304";"5302";"COMMENT";"Die Aufenthaltszeit";"Die Aufenthaltszeit, (user21)";"";False;1;0;0;48;0;"2015-02-21 19:45:02";"";1;"5302-5304";0
"5305";"5304";"COMMENT";"test";"tsetsdkföksdf";"";False;0;2;0;17;0;"2015-02-23 22:57:59";"";1;"5302-5304-5305";1
"5306";"5302";"COMMENT";"Motiv faer Tat ist wichtig";"Ich sehe gerade darin ein Problem, dass die Tatbestaende etwas unreflektiert betrachtet werden. M.E. sollte man auch die Ursache zur Tat anschauen. Diese darf keine Entschuldigung sein, sollte aber beim Strafmass beraecksichtigt werden. Beim Missbrauch der Sozialversicherung kann das maeglicherweise unbeabsichtigt geschehen. (user55)";"";False;1;0;0;361;0;"2015-02-21 19:45:02";"";0;"5302-5306";0
"5307";"5306";"QUESTION";"Zustimmung";"Trotzdem bin ich nicht sicher, dass die Ausschaffung immer die geeignetste Strafe ist. (user49)";"";False;1;0;0;105;0;"2015-02-21 19:45:02";"";0;"5302-5306-5307";0
"5308";"5302";"COMMENT";"Anzahl Vergehen";"Haertegrad und Anzahl";"";False;1;0;0;36;0;"2015-02-21 19:45:02";"";0;"5302-5308";0
"5309";"5308";"QUESTION";"Zustimmung";"oui cest vrai que se serait mieux pour les petits daelits (user79)";"";False;1;0;0;76;0;"2015-02-21 19:45:02";"";0;"5302-5308-5309";0
"5310";"5302";"COMMENT";"Zweite Chance faer Jugendliche";"Jugendliche sind meist, psychisch etwas instabil. Um dazu zugehaeren, machen sie unter umstaenden ihr ganzes leben kaputt, was sie hinter her zutiefst bereuen. Sollte man diesen nicht eine zweite Chance geben? (user32)";"";False;1;0;0;248;0;"2015-02-21 19:45:02";"";2;"5302-5310";0
"5311";"5310";"COMMENT";"Motivieren statt Ausschaffen";"Den Jugendlichen Einbrecher sollte man nicht ausschaffen, sondern ihn motivieren etwas besseres mit seiner Zeit anzufangen.  (user53)";"";False;1;0;0;161;0;"2015-02-21 19:45:02";"";1;"5302-5310-5311";0
"5312";"5310";"COMMENT";"Taeter und nicht Opfer";"An user53: In der Schweiz gibt es faer Jugentliche sehr viele Maeglichkeiten die Zeit toll zu nutzen (Sportvereine etc.), da verstehe ich nicht, warum wir jugentliche Taeter als Opfer anschauen. (user56)";"";False;1;0;0;225;0;"2015-02-21 19:45:02";"";1;"5302-5310-5312";0
"5313";"5310";"COMMENT";"Einmal kriminell, immer kriminell";"Ein Jugendlicher, welcher Einbraeche veraebt schreckt auch nicht vor mehr zuraeck. (user20)";"";False;1;0;0;124;0;"2015-02-21 19:45:02";"";1;"5302-5310-5313";0
"5314";"5310";"COMMENT";"Sollen keine Einbraeche veraeben";"ich denke grundsaetzlich, dass jugendliche aeberhaupt keine einbraeche veraeben sollen. auch schweizer jugendliche nicht. in diesem konkreten beispiel waerde ich allerdings die verhaeltnismaessigkeit anprangern. (user4)";"";False;1;0;0;251;0;"2015-02-21 19:45:02";"";1;"5302-5310-5314";0
"5315";"5302";"COMMENT";"Gegen Kollektivstrafe";"die Ausschaffung der ganzen Familie kommt einer Sippenhaft gleich. Ist das fair? Falls Sie Kinder haben: Kaennen Sie die volle Garantie faer deren Tun aebernehmen? (user1)";"";False;1;0;0;192;0;"2015-02-21 19:45:02";"";1;"5302-5315";0
"5316";"5315";"COMMENT";"Nur Jugendliche Ausschaffen geht nicht";"aber nur den jugendlichen ausschaffen geht auch nicht.  (user15)";"";False;1;0;0;102;0;"2015-02-21 19:45:02";"";0;"5302-5315-5316";0
"5317";"5316";"COMMENT";"Selbstverantwortung";"ich denke, jeder sollte die verantwortung faer sein eigenes Tun aebernehmen. Wenn jemand ausgeschafft wird, soll er sich aber nicht darauf berufen, hier bleiben zu daerfen, nur weil sonst die Familie zerrissen wird - dann kann er diese ja mitnehmen. (user12)";"";False;1;0;0;277;0;"2015-02-21 19:45:02";"";0;"5302-5315-5316-5317";0
"5318";"5315";"COMMENT";"Eltern maessen Sorgepflicht nachkommen";"bis zu einem gewissen punkt sind die eltern verantwortlich faer das handeln ihrer kinder - naemlich soweit sie die elterliche sorgepflicht haben (abhaengig vom alter der kinder). wenn sie diese nicht wahrnehmen, soll die ganze familie ausgeschafft werden kaennen. sonst bin ich mit der ausschaffung von einzelpersonen einverstanden. (user12)";"";False;1;0;0;379;0;"2015-02-21 19:45:02";"";0;"5302-5315-5318";0
"5319";"5318";"QUESTION";"Zustimmung";"ja ich finde die ansicht von user12 ist gut. ich bin seiner meinung (user15)";"";False;1;0;0;86;0;"2015-02-21 19:45:02";"";0;"5302-5315-5318-5319";0
"5320";"5315";"COMMENT";"Muss von Fall zu Fall entscheiden";"Ich finde man sollte sehr Vorsichtig sein, Auslaender mit ihren  Familien auszuschaffen, ich Ich finde, man muss von Fall zu Fall entscheiden und Jugendliche kaennen faer das Verhalten ihrer Eltern nichts dafaer an (user9)";"";False;1;0;0;255;0;"2015-02-21 19:45:02";"";0;"5302-5315-5320";0
"5321";"5315";"COMMENT";"Schutz durch Einbaergerung";"Zu user40: ich habe heute gelesen, dass eine restriktivere ausschaffungspolitik in gewissen gemeinden die einbaergerungsentscheide beinflussen kaennten und somit einzelne familien mit der einbaergerung vor der ausschaffung geschaetzt werden kaennen. insofern kaennten haertefaelle durch gemeindeinstanzen entschaerft werden... (user4)";"";False;1;0;0;360;0;"2015-02-21 19:45:02";"";0;"5302-5315-5321";0
"5322";"5321";"COMMENT";"Quatsch";"U4: Aber die meisten Gemeinden lehnen eine Einbaergerung ab, wenn der Antragsteller bereits einmal kriminell war  (user32)";"";False;1;0;0;129;0;"2015-02-21 19:45:02";"";0;"5302-5315-5321-5322";0
"5323";"5322";"QUESTION";"Zustimmung";"denke ich auch, was macht das faer einen Sinn? (user44)";"";False;1;0;0;65;0;"2015-02-21 19:45:02";"";0;"5302-5315-5321-5322-5323";0
"5324";"5315";"COMMENT";"Kein Sippenhaft";"sippenhaft ist ein witz, was kann z.b. die 13 jaehrige tochter dafaer wenn ihr 25 jaehriger bruder eine straftat begeht und sie somit mit der ganzen familie die schweiz verlassen mus? (user18)";"";False;1;0;0;207;0;"2015-02-21 19:45:02";"";0;"5302-5315-5324";0
"5325";"5315";"COMMENT";"Familie werden halt getrennt";": ja, ich habe Kinder, und wenn eines Straffaellig waerde, waere ich mit einer Bestrafung einverstanden. Ich waensche es keiner Familie, auseinandergerissen zu werden, doch Strafe muss sein. Unsere Familien waerden ja auch auseinandergerissen - auch wenn der Jugendliche nur im Gefaengnis ist. (user2)";"";False;1;0;0;329;0;"2015-02-21 19:45:02";"";0;"5302-5315-5325";0
"5326";"5315";"QUESTION";"Zustimmung";"Ich stimme user 52 zu: Die Straftat muss im Kontext betrachtet werden. Das macht die Initiave weniger als der Gegenvorschlag. (user53)";"";False;1;0;0;144;0;"2015-02-21 19:45:02";"";0;"5302-5315-5326";0
"5327";"5302";"COMMENT";"Doch, ist verhaeltnissmaessig";"So viel ich verstanden habe, werden keine Leute wegen Sachbeschaedigung ausgeschaffen.";"";False;1;0;0;115;0;"2015-02-21 19:45:02";"";2;"5302-5327";0
"5328";"5327";"QUESTION";"dfdsf";"sfdsdf";"";False;1;0;0;11;0;"2015-02-23 17:52:22";"";1;"5302-5327-5328";1
"5329";"5302";"COMMENT";"Zum Schutz der Kriminellen?";"Was naetzd ein Gesetz das soviele Schlupflaecher ( Ermessensspielraum ) von Beamten zulaesst. Klare Regeln sind besser zu verstehen. Faelkerrecht ist ja schon gut, aber halten sich alle daran. Die USA hanen auch eine Schweinebucht auf Kuba. (user16)";"";False;1;0;0;276;0;"2015-02-21 19:45:02";"";1;"5302-5329";0
"5330";"5329";"COMMENT";"Ermessensspielraum der Richter einengen";"Man sollte den Ermessensspielraum der Richter beschraenken, damit die Lage nicht nach Gutdaenken beurteilt werden kann. In diesem strengeren Rahmen lassen sich Ausschaffungen konsequent und fair regeln. (user1)";"";False;1;0;0;249;0;"2015-02-21 19:45:02";"";0;"5302-5329-5330";0
"5331";"5329";"COMMENT";"Teurer Anwalt";"Ich frage mich,wie viele von den auslaendischen Kleinkriminellen sich einen Anwalt leisten kaennen? (user60)";"";False;1;0;0;121;0;"2015-02-21 19:45:02";"";0;"5302-5329-5331";0
"5332";"5302";"COMMENT";"Kompromisslose Anwendung";"Das aebertreten eines Gesetzes muss immer bestraft werden, (user1)";"";False;1;0;0;90;0;"2015-02-21 19:45:02";"";2;"5302-5332";0
"5333";"5332";"COMMENT";"Katalog ist willkaerlich";"Der begrenzte Katalog ist willkaerlich. Schwere der Strafe beraecksichtigt eben auch Widerholungstaeter, Vorsatz, etc.. (user53)";"";False;1;0;0;152;0;"2015-02-21 19:45:02";"2015-02-24 04:17:44";1;"5302-5332-5333";0
"5334";"5333";"COMMENT";"ssdfds";"sdfds";"";False;1;0;0;11;0;"2015-02-23 17:55:20";"";1;"5302-5332-5333-5334";1
"5335";"5332";"COMMENT";"Paedophiler";"Jai un exemple concret. Il sagit dun paedophile raecidiviste de 19 ans. Il est braesilien et sans papier. Lautoritae genevoise refuse de le renvoyer au motif quil est mieux dans un haepital de Genaeve plutaet quau Braesil oae il continuerait de violer. (user87)";"";False;1;0;0;272;0;"2015-02-21 19:45:02";"";0;"5302-5332-5335";0
"5336";"5335";"COMMENT";"Sollten wir nicht bezahle";"je ne pense que cest pas aux citoyens de notre pays ae payer pour garder un tel individu (user80)";"";False;1;0;0;122;0;"2015-02-21 19:45:02";"";0;"5302-5332-5335-5336";0
"5337";"5336";"QUESTION";"Zustimmung";"Non, aevidemment pas (user85)";"";False;1;0;0;39;0;"2015-02-21 19:45:02";"";0;"5302-5332-5335-5336-5337";0
"5338";"5335";"COMMENT";"Gegenvorschlag Reicht hierfaer aus";"Le contre-projet expulserait traes certainement ce cas. Le daelit correspond ae la palette aetablie. (user86)";"";False;1;0;0;143;0;"2015-02-21 19:45:02";"";0;"5302-5332-5335-5338";0
"5339";"5332";"COMMENT";"Nicht durchsetzbar";"Um- / Durchsetzung funktioniert nich";"";False;1;0;0;54;0;"2015-02-21 19:45:02";"";0;"5302-5332-5339";0
"5340";"5339";"COMMENT";"Einnige Haertefaelle";"zu user54: das sehe ich aus so. Ausschaffung ist nicht immer naetig/sinnvoll. Am Schluss gibt es komische Haertefaelle. Ein Land nimmt den Raeckschaffenden nicht auf, dann kann er bleiben,uswe (user52)";"";False;1;0;0;221;0;"2015-02-21 19:45:02";"";0;"5302-5332-5339-5340";0
"5341";"5339";"QUESTION";"Zustimmung";"Der Haken der Initiative ist sowie so die Kontrolle, wie so etwas aeberhaut zu kontrollieren ist.(user21)";"";False;1;0;0;115;0;"2015-02-21 19:45:02";"";0;"5302-5332-5339-5341";0
"5342";"5302";"COMMENT";"Tangiert eine Ausschaffung das Vaelkerrecht?";"(admin)";"3";False;1;0;0;51;0;"2015-02-21 19:45:02";"";2;"5302-5342";0
"5343";"5342";"COMMENT";"Keine Sonderzaege mehr";"user42: User34: Unsere Gesetze maessen mit dem Vaelkerrecht aebereinstimmen. Die Zeiten von Sonderzaeglein sind vorbei. (user42)";"";False;1;0;0;150;0;"2015-02-21 19:45:02";"";0;"5302-5342-5343";0
"5344";"5342";"COMMENT";"Gibt Probleme bei der Umsetzung";"Mit der konsequenten Ausschaffung i.S. der Inititavie handeln wir uns internationale Probleme wegen des Vaelkerrechts und der EMRK ein. Die Umsetzung waerde also schweierig (Europaeischer Gerichtshof usw....) In Einzelfaellen bin ich auch der Meinung von user 40 2. Antwort. Todesstrafe im Heimatland ist nataerlich eine Barriere faer uns  (user47)";"";False;1;0;0;379;0;"2015-02-21 19:45:02";"";0;"5302-5342-5344";0
"5345";"5342";"COMMENT";"Vaelkerrecht Zwingend";"user39: Vaelkerrecht und gesunder Menschanverstand geht vor. Traurig an der ganzen Geschichte ist,dass auch in der Schweiz der Rechtsextremismus aeberhand nimmt. Nochtrauriger ist, dass die meisten Parteien kuschen und nur noch faerdie eigenenPfraende und Macht schauen und dabei vergessen, dass es in einem Land auch Menschen, BaergerInnen und Steuerzahler gibt. (user39)";"";False;1;0;0;393;0;"2015-02-21 19:45:02";"";1;"5302-5342-5345";0
"5346";"5345";"COMMENT";"Wer will auf garantierten Grundrechte verzichten ";"Das Vaelkerrecht steht faer mich aeber dem nationalen Recht, da faer jeden Einwohner diesselben Grundrechte garantiert sein maessten. Da bitte ich diejenigen die faer die Initative sind, eine klare Aussage zu machen, ob sie auf ihre garantierten Grundrechte verzichten wollen. (user61)";"";False;1;0;0;334;0;"2015-02-21 19:45:02";"2015-02-24 04:07:03";0;"5302-5342-5345-5346";0
"5347";"5346";"COMMENT";"Wieso MEINE Grundrechte?";"User61: Wieso MEINE Grundrechte? Ich bin kein Verbrecher! (user70)";"";False;1;0;0;90;0;"2015-02-21 19:45:02";"";0;"5302-5342-5345-5346-5347";0
"5348";"5345";"COMMENT";"Maeglichkeit zur Praefung";"Da gebe ich user 63 recht. Es maesste eine Maeglichkeit geben, zu praefen, ob die Prinzipien wirklich verletzt werden, im Sinne einer Praefung der Lebensumstaende im Herkunftsland. (user62)";"";False;1;0;0;214;0;"2015-02-21 19:45:02";"";0;"5302-5342-5345-5348";0
"5349";"5345";"COMMENT";"Kein Vaelkerrecht faer Kriminelle";"user61, Das stimmt so, im Prinzip. Meine Position ist aber diese: Der Verbercher hat sich ausserhalb Rechts begeben - und muss nun die Konsequenzen tragen. (user68)";"";False;1;0;0;197;0;"2015-02-21 19:45:02";"";0;"5302-5342-5345-5349";0
